event_date,source,medium,campaign,user_sessions_count,visit_to_cart,visit_to_checkout,visit_to_purchase
2021-01-29,(data deleted),(data deleted),<Other>,4,0.0,0.0,0.0
2021-01-30,<Other>,<Other>,<Other>,413,0.029055690072639227,0.012106537530266344,0.0024213075060532689
2021-01-30,shop.googlemerchandisestore.com,referral,(referral),215,0.060465116279069767,0.037209302325581395,0.027906976744186046
2021-01-30,google,organic,(organic),865,0.033526011560693639,0.019653179190751446,0.0080924855491329474
2021-01-30,(data deleted),(data deleted),(data deleted),154,0.064935064935064929,0.051948051948051951,0.025974025974025976
2021-01-30,(direct),(none),(direct),666,0.046546546546546545,0.01951951951951952,0.012012012012012012
2021-01-30,<Other>,organic,(organic),94,0.021276595744680851,0.0,0.0
2021-01-30,google,cpc,<Other>,129,0.031007751937984496,0.0,0.0
2021-01-30,<Other>,referral,(referral),276,0.028985507246376812,0.007246376811594203,0.007246376811594203
2021-01-30,<Other>,(data deleted),(data deleted),3,0.33333333333333331,0.0,0.0
2021-01-31,google,organic,(organic),889,0.0359955005624297,0.016872890888638921,0.0044994375703037125
2021-01-31,shop.googlemerchandisestore.com,referral,(referral),215,0.037209302325581395,0.027906976744186046,0.0046511627906976744
2021-01-31,(direct),(none),(direct),632,0.0490506329113924,0.023734177215189875,0.011075949367088608
2021-01-31,<Other>,organic,(organic),67,0.014925373134328358,0.014925373134328358,0.0
2021-01-31,<Other>,referral,(referral),256,0.015625,0.015625,0.0
2021-01-31,<Other>,<Other>,<Other>,404,0.042079207920792082,0.024752475247524754,0.0099009900990099011
2021-01-31,google,cpc,<Other>,153,0.0065359477124183009,0.0065359477124183009,0.0
2021-01-31,(data deleted),(data deleted),(data deleted),138,0.065217391304347824,0.021739130434782608,0.014492753623188406
2021-01-31,(data deleted),(data deleted),<Other>,5,0.2,0.2,0.0
2021-01-31,<Other>,(data deleted),(data deleted),3,0.0,0.0,0.0
